age,workclass
41, Private
25, Private
66, Self-emp-not-inc
53, Private
27, Private
28, Private
23, Private
29, Self-emp-not-inc
26, Private
26, Private
26, Private
38, Private
36, Private
34, Private
32, Federal-gov
57, Self-emp-not-inc
31, Private
38, Private
39, Private
35, Private
18, Private
75, ?
28, Private
41, Self-emp-not-inc
39, Federal-gov
31, Federal-gov
38, State-gov
43, State-gov
27, Private
42, Private
46, Private
20, Private
42, Private
69, Private
47, Federal-gov
49, State-gov
20, Private
52, Private
33, Private
18, Private
55, Self-emp-not-inc
61, Private
61, Federal-gov
39, Private
30, Private
61, Private
36, Private
34, Private
53, Private
38, Private
46, Private
27, Local-gov
32, Self-emp-not-inc
60, Local-gov
23, Private
29, Private
22, Private
25, Private
29, Private
90, Federal-gov
37, Local-gov
32, Private
18, Private
35, Private
50, Private
54, Private
43, Private
28, Self-emp-inc
51, Private
31, Private
69, Private
57, Private
71, ?
28, Private
28, ?
25, Private
49, Self-emp-not-inc
52, Private
23, Private
32, Private
31, Private
30, Private
24, Private
45, Private
30, Private
52, Private
42, State-gov
49, Private
20, Private
25, Private
41, Private
55, Private
31, Self-emp-not-inc
25, State-gov
32, Private
29, Federal-gov
37, Private
52, Private
19, Private
21, ?
43, Private
39, State-gov
40, Self-emp-inc
54, Private
35, Private
34, Private
35, Private
57, Private
26, Private
55, Self-emp-not-inc
51, Private
35, Private
31, Private
17, Private
38, Private
39, Federal-gov
29, Private
39, Private
42, Private
46, Local-gov
73, Private
47, Local-gov
28, Private
27, Private
38, Private
19, Private
60, Local-gov
24, Private
52, Private
36, Private
26, Local-gov
28, State-gov
38, Self-emp-inc
47, Private
50, Private
27, Private
47, Private
36, Private
49, Private
68, ?
63, Private
36, Private
42, Private
28, Private
68, ?
38, Private
43, Private
49, Private
59, Private
25, Private
26, Private
59, Private
34, Private
34, Private
67, Private
45, Private
64, Private
51, Private
31, Private
42, Self-emp-inc
65, Private
23, Private
31, Private
33, Private
17, Local-gov
63, Private
48, Private
45, Local-gov
17, Private
26, Local-gov
38, Federal-gov
29, Private
44, Private
43, Federal-gov
39, State-gov
43, Private
23, Private
19, Private
49, Self-emp-not-inc
52, Private
32, Private
38, Private
25, ?
44, Private
63, Private
42, Local-gov
21, Private
32, Private
24, Self-emp-not-inc
50, State-gov
26, Self-emp-inc
35, Private
31, Private
24, Private
40, Private
31, Private
43, Private
44, Private
40, Private
75, ?
52, Local-gov
51, Self-emp-not-inc
39, State-gov
40, Private
40, Self-emp-not-inc
33, Private
38, Local-gov
29, Private
37, Private
37, Private
19, Private
46, Local-gov
46, Private
37, Private
34, Private
38, Private
26, Private
34, Private
57, Private
33, Private
26, Local-gov
20, Private
38, Private
61, Private
36, Self-emp-not-inc
61, ?
17, Private
40, Private
18, Private
21, Private
41, Private
46, Private
55, Federal-gov
27, Private
39, Private
36, Private
51, Private
27, Private
30, Local-gov
42, Private
23, Private
56, Private
41, Self-emp-not-inc
49, Private
46, Federal-gov
54, Private
38, Private
45, Self-emp-not-inc
50, Self-emp-not-inc
22, Private
31, Private
27, Private
34, Private
46, Private
47, Private
36, State-gov
22, Private
51, Private
43, Private
54, Private
24, Private
29, Private
40, State-gov
18, Private
31, Private
57, Private
32, Private
48, Private
24, Private
24, Private
24, Private
49, Local-gov
27, Self-emp-not-inc
37, Private
33, Private
19, Private
45, Private
54, Local-gov
47, Private
22, Private
20, Private
36, Private
49, ?
58, Self-emp-not-inc
20, ?
34, Self-emp-inc
36, Private
28, Local-gov
38, Local-gov
32, Private
35, Self-emp-inc
51, Self-emp-inc
33, Private
71, Private
48, Private
53, Self-emp-not-inc
40, Private
64, Self-emp-not-inc
42, Federal-gov
25, Private
66, Private
59, Federal-gov
42, Self-emp-not-inc
24, Private
19, Private
26, Private
22, Private
33, Private
63, Private
20, Private
33, Private
57, ?
56, Private
70, Self-emp-not-inc
42, Private
25, Local-gov
28, Private
80, Self-emp-not-inc
36, Private
37, Private
38, Private
52, State-gov
49, Private
30, Private
36, Private
70, Self-emp-inc
55, Private
25, Private
59, Private
22, Private
41, Local-gov
62, Private
54, Private
38, Private
52, Private
36, Private
74, Self-emp-inc
35, Self-emp-not-inc
41, Private
30, Private
25, Private
35, Private
38, Private
34, State-gov
48, Private
50, Self-emp-not-inc
19, Private
51, Private
39, Private
20, Private
17, Private
42, Private
25, Private
36, Private
65, Private
32, Self-emp-not-inc
33, Self-emp-inc
32, State-gov
25, Private
41, Local-gov
44, Private
72, Private
36, Private
67, Self-emp-not-inc
28, Private
24, Private
17, Private
32, Self-emp-not-inc
67, Private
21, ?
51, Private
32, Private
39, Private
18, Self-emp-not-inc
50, Self-emp-not-inc
24, Private
21, Local-gov
24, Private
34, Private
68, ?
49, Self-emp-not-inc
50, Private
33, Private
18, Private
45, Private
20, Private
46, Self-emp-inc
64, Local-gov
39, Private
35, Private
21, Private
29, Private
38, State-gov
45, Private
30, Self-emp-not-inc
41, Private
37, Private
45, Private
20, ?
45, Self-emp-inc
20, Federal-gov
63, Self-emp-inc
35, Self-emp-not-inc
24, Private
19, Private
23, Private
34, Private
23, ?
36, Self-emp-not-inc
46, Private
38, Local-gov
55, Local-gov
27, Private
48, Private
35, Private
53, Private
47, Private
50, Private
32, Private
40, Private
41, Private
47, Federal-gov
21, Private
45, Local-gov
33, Private
68, Without-pay
44, Private
49, Private
45, Private
41, Private
29, Private
46, Private
19, Private
56, Private
55, Self-emp-not-inc
29, Private
21, Private
38, Private
52, Private
22, Private
20, Private
31, Private
39, Private
55, Private
35, Private
67, ?
45, Private
61, Private
18, Private
51, State-gov
37, Self-emp-not-inc
21, ?
32, Private
48, Private
62, Private
21, ?
28, Private
19, Private
20, Private
41, Private
29, Private
47, Private
43, State-gov
20, Private
29, Private
51, Federal-gov
40, Private
26, Private
30, Private
36, Private
68, Local-gov
42, Private
41, Private
43, Private
20, Private
43, Private
53, Private
45, Private
39, Private
31, Local-gov
23, Private
69, ?
38, State-gov
37, Self-emp-not-inc
18, Private
41, Self-emp-not-inc
30, Private
23, ?
26, Private
37, Private
25, Private
33, Private
37, Private
31, Private
27, Private
35, Private
28, Self-emp-not-inc
59, Private
42, Private
50, Private
27, ?
32, Private
27, Private
43, Private
46, Private
41, Private
59, Local-gov
20, Private
57, Private
46, Self-emp-not-inc
45, Private
29, Local-gov
23, Private
46, Private
55, ?
58, Private
38, Private
29, Private
57, ?
26, Local-gov
42, Private
61, Private
31, Private
43, Private
47, Private
51, State-gov
23, Private
24, Private
25, Private
22, ?
38, Private
48, Private
33, Private
46, Private
18, Private
52, Private
46, Private
28, Private
37, Private
23, ?
45, Local-gov
17, Private
56, Private
38, Self-emp-inc
81, Private
22, Private
43, State-gov
31, Private
42, Self-emp-not-inc
66, ?
50, Private
31, Private
35, Private
21, ?
36, Private
33, Private
36, Private
37, ?
50, Private
55, Private
29, Private
24, Private
39, Federal-gov
34, Private
29, Private
60, Private
33, Private
58, Private
27, Private
46, State-gov
63, Private
38, Self-emp-not-inc
23, Private
29, Private
31, Private
49, Self-emp-inc
45, Self-emp-inc
42, Private
48, Private
33, Private
24, Private
49, Self-emp-not-inc
40, Private
57, Private
50, Private
46, Private
35, Self-emp-not-inc
19, Private
18, Private
20, Private
42, Private
46, Private
40, Federal-gov
54, Private
28, Private
38, Private
28, Private
22, Private
31, Private
27, Private
45, Private
38, Private
67, Self-emp-not-inc
75, Private
41, Private
37, Private
47, Private
34, Local-gov
25, Private
52, Private
27, State-gov
35, Private
44, Local-gov
27, Local-gov
42, Private
26, Private
23, Private
28, Private
38, Self-emp-not-inc
28, Private
29, Private
56, Self-emp-not-inc
23, ?
30, Private
48, Private
45, Self-emp-not-inc
38, Private
24, Private
47, State-gov
22, Private
29, Private
45, Private
24, Private
40, Private
28, Local-gov
46, Federal-gov
34, ?
32, Private
20, Private
23, Private
46, Private
21, Private
59, Private
31, Private
48, Private
34, Private
19, Private
20, Private
29, Private
54, Private
36, Private
43, Private
46, Federal-gov
33, Private
33, Private
36, Private
37, Private
37, ?
64, ?
45, Self-emp-not-inc
25, Private
28, Private
26, Private
23, Private
24, Private
58, Self-emp-not-inc
36, Private
46, Private
23, ?
32, Private
26, Private
52, Private
19, Private
33, Private
60, Private
39, Private
45, Private
37, Local-gov
29, Private
53, Private
46, State-gov
20, Private
39, Private
48, Private
38, Private
36, Private
53, Private
29, Private
64, Private
34, Private
36, ?
41, Local-gov
34, Private
68, ?
37, Private
22, Private
43, Private
19, ?
36, Private
47, Private
25, Private
33, Private
27, Private
33, Private
24, Private
47, Local-gov
48, Self-emp-inc
28, Private
33, Local-gov
44, Private
33, Local-gov
26, Private
22, Private
34, Private
31, Self-emp-inc
73, ?
38, Local-gov
51, Self-emp-not-inc
36, Private
29, Private
64, Self-emp-not-inc
24, Private
21, State-gov
28, Private
18, ?
41, Self-emp-inc
17, Private
58, Private
50, Self-emp-not-inc
30, Private
47, Private
24, Private
50, Federal-gov
29, Private
31, Self-emp-not-inc
40, Self-emp-not-inc
31, Private
53, Private
33, Private
43, Private
56, Private
38, Private
18, Private
50, Private
78, Private
27, Private
19, Private
24, State-gov
20, Private
25, Private
34, Private
30, Self-emp-inc
37, Federal-gov
38, Private
67, Without-pay
35, Private
75, Self-emp-not-inc
47, Private
23, Private
51, Federal-gov
42, Local-gov
32, Private
54, Private
20, Private
39, Private
41, Private
35, Private
45, Local-gov
27, Private
61, Self-emp-not-inc
41, Private
22, Private
55, Private
66, ?
25, Private
20, Private
20, Private
67, Self-emp-inc
44, Private
42, Private
29, Local-gov
48, Private
25, Private
31, Private
48, Private
40, Private
26, Private
28, Private
52, Private
41, Self-emp-not-inc
39, Self-emp-not-inc
48, Private
19, Private
27, Private
59, Private
19, Private
32, Private
39, Private
33, Private
38, Private
27, Private
23, Private
59, ?
25, Local-gov
37, Self-emp-inc
31, Private
24, Private
53, Local-gov
26, Private
25, Private
59, Private
39, Federal-gov
28, Private
22, Private
20, Private
25, Private
27, Private
20, Private
63, ?
43, Self-emp-not-inc
39, Private
27, Private
17, Private
40, State-gov
50, Private
23, Self-emp-inc
60, Private
30, Private
24, Private
23, Private
24, Private
45, Self-emp-not-inc
58, Self-emp-inc
22, Private
41, Private
48, Private
31, Private
33, Private
49, Self-emp-inc
30, Private
38, Private
58, Local-gov
58, Private
61, Self-emp-not-inc
58, Private
32, Private
33, Self-emp-not-inc
28, Private
22, Private
35, Private
59, Private
45, Self-emp-inc
50, Self-emp-not-inc
56, Self-emp-inc
36, Self-emp-not-inc
18, ?
28, Private
42, Private
60, Private
41, Self-emp-inc
42, Private
36, Private
52, Local-gov
42, Self-emp-not-inc
26, Local-gov
31, Local-gov
47, Private
35, Private
19, Private
59, Self-emp-not-inc
38, Private
36, Private
35, Private
39, Private
64, Private
17, Local-gov
49, Private
19, Private
36, Self-emp-not-inc
26, Private
27, Private
66, Private
38, Private
25, Private
19, Private
30, Private
22, Private
60, Private
54, Private
46, Private
33, State-gov
51, Local-gov
43, Private
18, ?
60, Self-emp-inc
39, Self-emp-not-inc
23, Private
39, Private
40, Local-gov
48, Private
24, Private
32, Private
31, Self-emp-not-inc
39, Private
27, Private
45, State-gov
22, ?
31, Private
63, Private
45, Private
28, State-gov
23, Private
50, Private
33, Private
22, ?
27, Private
29, Private
36, Private
60, Private
46, Private
67, ?
20, ?
23, Private
38, Self-emp-inc
60, Private
20, Self-emp-not-inc
37, Private
37, Private
58, Private
25, Private
27, Private
33, Private
43, State-gov
21, Federal-gov
45, Private
44, Private
52, ?
53, Private
31, Private
18, Federal-gov
20, Private
32, Private
48, Private
46, Private
28, Private
27, Self-emp-not-inc
18, Federal-gov
69, Self-emp-not-inc
50, Self-emp-inc
43, Private
32, Private
43, Private
52, Self-emp-not-inc
50, Private
35, Private
20, ?
73, ?
46, Private
58, Private
46, Self-emp-inc
40, Private
25, Private
22, Private
33, Federal-gov
49, Federal-gov
62, Private
56, Local-gov
24, Private
42, Private
41, Private
23, Private
22, ?
35, Private
42, Private
22, Private
32, Self-emp-not-inc
25, Private
66, Private
26, State-gov
46, Private
55, Private
24, Private
25, Private
22, Private
31, Private
30, Private
54, Private
19, ?
56, Private
47, Private
29, Private
53, Private
22, Private
50, ?
42, Private
21, Private
36, Self-emp-inc
60, Private
69, Private
31, Private
48, Private
23, Private
24, Private
47, Private
36, Private
39, Private
22, Private
27, Private
36, Private
54, Private
33, Federal-gov
42, Private
52, Private
23, Private
33, Private
30, Private
35, Private
35, ?
27, Private
24, Private
44, Local-gov
62, Private
45, Private
75, Self-emp-not-inc
47, Private
64, Private
54, Private
41, Federal-gov
33, Private
20, Private
51, Private
45, Self-emp-inc
18, ?
43, Private
30, Private
32, Private
45, Private
61, Private
21, Private
56, Private
28, Private
23, Private
55, Private
27, ?
33, Private
22, Private
43, Local-gov
32, Self-emp-not-inc
38, Private
18, Private
35, Private
67, ?
29, Private
19, Private
39, Private
29, Private
45, Self-emp-inc
44, Private
42, Local-gov
34, Private
52, Local-gov
18, ?
64, Private
30, Private
43, Local-gov
49, Self-emp-not-inc
35, Private
37, Self-emp-not-inc
49, Private
19, Private
22, Private
31, Private
26, Private
44, Private
38, Private
33, Self-emp-not-inc
24, ?
18, Private
32, Private
27, Private
28, State-gov
30, Self-emp-not-inc
33, Private
74, Private
36, Private
36, Private
29, Private
39, Private
25, Self-emp-inc
21, Private
39, State-gov
38, Private
20, Private
51, Private
21, Private
36, Private
50, Private
38, Private
25, Local-gov
23, Private
36, Private
41, Private
34, Private
19, State-gov
18, Private
36, Private
46, Private
29, Private
23, Private
35, Private
35, Private
40, Private
22, Private
19, State-gov
70, Private
38, Private
35, Private
25, Private
39, Private
50, Private
43, Private
37, Federal-gov
51, Private
29, ?
20, Private
21, Private
47, Private
44, Private
17, Private
25, Private
43, State-gov
46, Federal-gov
42, Private
46, Local-gov
22, Private
49, Private
21, Private
53, Private
43, Private
22, Private
33, Private
28, Private
25, Private
40, Private
50, Private
48, Self-emp-not-inc
30, Private
33, Private
34, Private
42, Private
48, Self-emp-not-inc
38, Private
29, Private
33, Private
64, Private
44, Private
42, Federal-gov
49, Private
25, Private
33, Private
38, Private
20, Private
44, Private
45, Private
27, Self-emp-inc
18, Private
38, Private
45, Private
27, Local-gov
64, Private
66, Local-gov
34, Private
45, Self-emp-not-inc
42, Self-emp-not-inc
32, Private
26, Private
27, Private
21, Private
23, ?
47, Private
20, State-gov
46, State-gov
35, ?
55, Private
28, Private
21, Private
36, Private
29, Private
38, Private
37, Private
81, Self-emp-not-inc
41, Private
29, Private
30, Self-emp-not-inc
25, Private
42, Federal-gov
30, Private
65, ?
18, Private
26, Private
30, Private
61, Private
21, Private
53, Private
41, Self-emp-inc
43, Self-emp-inc
60, Private
47, Private
48, Private
32, Private
25, ?
31, Private
33, State-gov
27, Self-emp-not-inc
44, Private
44, Private
37, Private
34, Private
51, Federal-gov
51, Private
25, Local-gov
25, Private
29, Federal-gov
36, Self-emp-not-inc
55, Private
39, Private
31, Private
31, Private
51, Self-emp-inc
30, Private
62, Private
37, Private
30, Self-emp-inc
27, Private
32, Private
23, Private
35, Self-emp-not-inc
46, Private
45, Self-emp-inc
27, Private
46, Private
22, Private
37, State-gov
42, Private
45, Private
33, State-gov
46, Private
24, Private
56, Private
34, Private
50, Private
48, Self-emp-inc
45, Private
55, Private
41, State-gov
66, Private
29, Federal-gov
37, Private
63, ?
61, Private
64, Private
35, Private
22, Private
58, Private
58, Private
24, Private
34, Private
33, Local-gov
33, Self-emp-not-inc
17, Private
27, Private
20, Self-emp-inc
52, Private
30, Private
22, Private
20, Private
64, Local-gov
49, Private
38, Private
46, Federal-gov
17, Private
45, Private
27, Private
45, Self-emp-inc
26, Self-emp-inc
23, Private
44, Local-gov
36, Private
35, Private
24, ?
56, Private
47, Private
32, Private
29, Private
55, ?
35, Self-emp-inc
37, Private
36, Self-emp-not-inc
33, Private
34, Private
24, Private
25, Private
31, Self-emp-inc
38, Private
30, Private
35, Private
67, ?
34, Private
46, Private
19, Local-gov
26, Private
28, Private
47, Private
49, Local-gov
33, Self-emp-not-inc
44, Private
30, Private
18, Private
60, Self-emp-not-inc
44, Private
81, ?
43, State-gov
35, Private
58, Self-emp-not-inc
32, Private
40, Private
32, Private
21, Private
44, Private
33, Private
25, Private
42, Private
27, Private
62, ?
31, Self-emp-not-inc
33, State-gov
50, Self-emp-not-inc
50, Private
46, Private
22, Private
66, State-gov
52, Private
57, Self-emp-not-inc
41, Self-emp-not-inc
42, Private
19, Private
45, Local-gov
51, Self-emp-not-inc
69, ?
45, Self-emp-not-inc
48, Private
60, Federal-gov
42, Private
19, State-gov
39, Self-emp-not-inc
46, Private
58, Local-gov
36, Private
21, Private
41, Private
17, Private
29, Private
52, Private
33, Private
38, Private
42, Private
24, State-gov
59, Private
36, Private
54, Private
39, Private
42, Self-emp-not-inc
54, Self-emp-not-inc
26, Private
50, Private
42, Private
48, Federal-gov
31, Private
56, Private
28, Local-gov
34, Private
28, Private
41, Private
44, Private
34, Private
26, Private
37, Private
64, ?
25, Private
48, Self-emp-not-inc
47, Private
17, Private
44, Private
46, Local-gov
32, ?
42, Federal-gov
33, Self-emp-not-inc
61, Private
47, Private
35, Private
62, Private
62, Self-emp-not-inc
38, Private
19, ?
33, Private
39, Local-gov
17, Private
58, Private
35, Self-emp-inc
34, Local-gov
55, ?
32, Private
19, Self-emp-inc
41, Private
24, Private
52, ?
48, Local-gov
32, Private
47, Local-gov
38, Private
18, Private
25, Private
36, Private
40, Private
56, Self-emp-not-inc
50, Private
55, Private
32, Local-gov
41, Private
28, Private
53, Private
26, ?
60, Local-gov
21, Private
29, Private
73, Private
43, Self-emp-inc
45, Private
35, ?
36, Private
25, Private
38, Private
30, Local-gov
49, Private
41, Local-gov
27, Private
64, Private
41, Self-emp-not-inc
37, Private
51, Private
35, Private
61, Local-gov
52, Private
40, Private
20, Private
52, Local-gov
50, Private
49, Private
36, State-gov
33, Private
40, Private
45, Private
22, Private
47, Private
24, Private
19, Private
40, Private
40, Private
54, Private
43, Self-emp-not-inc
63, Local-gov
18, Private
19, Private
49, Self-emp-not-inc
27, Private
49, Local-gov
60, Private
71, ?
34, Private
29, Private
30, Private
46, Private
32, Self-emp-not-inc
25, Private
25, Private
22, Private
32, Private
40, Private
51, Private
20, Private
34, Private
40, Private
34, State-gov
19, Private
53, Private
42, Federal-gov
38, Private
41, Private
64, ?
30, State-gov
20, Private
19, Private
20, Private
35, Private
33, Self-emp-not-inc
43, Self-emp-not-inc
38, Federal-gov
50, Self-emp-not-inc
23, Private
30, Local-gov
33, Private
48, Private
43, Private
33, Private
50, Local-gov
23, Private
36, Local-gov
50, State-gov
26, Private
55, Local-gov
37, Private
43, Private
38, Self-emp-not-inc
42, Private
47, Self-emp-not-inc
44, Private
28, Self-emp-not-inc
51, Private
51, Private
49, Private
62, Private
31, Private
29, Private
23, Private
40, State-gov
66, Self-emp-inc
17, Private
37, Private
69, Private
23, Private
38, Federal-gov
37, Federal-gov
38, Private
38, Private
37, State-gov
37, Self-emp-inc
23, Private
17, Private
48, Private
17, Private
55, Private
35, Private
68, ?
35, Self-emp-not-inc
53, Private
43, Private
36, Private
24, Private
45, Private
34, Private
56, Private
36, Private
22, Private
19, ?
33, Private
48, Private
20, Private
64, Self-emp-inc
47, Private
20, Private
44, Federal-gov
45, Self-emp-not-inc
45, Local-gov
45, Local-gov
27, State-gov
41, Private
20, Private
54, Self-emp-inc
17, Private
50, Private
31, State-gov
49, Self-emp-not-inc
44, Private
49, Private
28, Local-gov
43, Local-gov
33, Private
35, Private
17, Private
25, Private
41, Private
30, Private
48, Private
61, Local-gov
41, Private
36, Private
24, Local-gov
27, Private
18, Private
20, Private
18, Private
23, Private
43, State-gov
38, State-gov
36, Private
28, Self-emp-not-inc
47, Private
51, Private
35, Private
38, State-gov
47, Federal-gov
26, Private
31, State-gov
46, Private
49, Private
19, Private
45, Self-emp-inc
46, Private
70, Self-emp-not-inc
19, Private
46, Private
20, Private
17, Private
43, Private
19, Private
37, Private
51, Private
40, Local-gov
24, Private
31, Private
59, Private
27, Private
40, Private
30, Self-emp-not-inc
28, Private
25, Private
22, Private
21, State-gov
67, ?
35, Self-emp-inc
54, Local-gov
36, Private
29, Private
32, Federal-gov
55, Private
56, Federal-gov
19, Private
36, Private
58, Private
35, Private
44, Private
40, Self-emp-inc
18, Private
71, Self-emp-not-inc
51, Federal-gov
27, ?
20, Private
33, ?
34, Private
28, Private
23, Private
36, Private
42, Private
31, Local-gov
19, ?
38, Local-gov
22, Private
36, Private
36, Private
17, Private
30, Federal-gov
35, Self-emp-not-inc
32, Private
42, Private
54, Private
36, Private
58, Private
39, Private
62, Local-gov
51, Private
52, Private
25, Private
26, Private
26, Private
59, State-gov
21, Private
45, Private
26, Private
68, Self-emp-not-inc
60, Private
65, Private
41, Private
34, Private
28, Private
40, Private
57, Private
37, Private
34, Private
21, ?
57, Federal-gov
55, Private
51, Private
56, Private
32, Private
18, Private
48, Private
46, Private
41, Federal-gov
33, Private
33, Private
47, Private
46, Self-emp-inc
40, Private
42, Private
31, State-gov
51, Private
44, Private
37, Private
25, Private
63, Self-emp-not-inc
52, Private
42, Local-gov
28, Private
30, Private
34, Private
37, Federal-gov
31, Private
35, Private
25, Private
38, Private
43, Self-emp-not-inc
22, Private
18, Private
26, Private
36, Private
43, Private
21, Private
62, Federal-gov
26, Private
54, Self-emp-not-inc
18, Private
65, Self-emp-not-inc
41, Private
31, Private
56, Private
50, Private
22, Private
36, Local-gov
48, Private
30, Private
35, Private
37, Self-emp-not-inc
32, ?
56, Private
29, ?
41, Private
38, State-gov
34, Private
54, State-gov
36, ?
42, Private
33, Private
21, Private
69, Local-gov
32, Private
50, Private
40, Private
45, Private
31, Private
24, Private
28, Private
21, Private
43, Self-emp-not-inc
22, Private
62, Self-emp-not-inc
21, Self-emp-not-inc
37, Private
34, Private
74, Self-emp-not-inc
43, Private
25, Private
43, Private
23, Private
33, Private
51, State-gov
64, Private
35, Private
69, Self-emp-not-inc
32, Private
20, Private
66, Self-emp-inc
31, Private
22, Private
32, Private
23, Private
21, Private
36, Private
62, Local-gov
24, Private
45, Private
27, Private
38, Private
20, ?
30, Private
17, ?
17, ?
21, Self-emp-not-inc
56, Self-emp-not-inc
59, Local-gov
37, Self-emp-not-inc
52, Private
50, Federal-gov
55, Private
55, Private
45, ?
72, Private
39, Private
28, Private
38, Private
44, Private
51, Self-emp-not-inc
20, Private
25, Private
52, Private
45, Private
17, Private
20, Private
64, Local-gov
34, Private
74, Self-emp-not-inc
58, Federal-gov
44, Private
23, State-gov
23, Private
27, Private
34, Private
18, Private
33, Private
50, Self-emp-not-inc
47, Private
50, Self-emp-inc
18, Private
49, Local-gov
34, Private
51, Private
56, State-gov
64, Private
23, Private
33, Private
43, Private
60, Federal-gov
57, State-gov
22, Private
23, Private
54, Private
39, Federal-gov
32, Self-emp-not-inc
20, Private
30, Private
56, Self-emp-not-inc
34, Private
32, Private
59, Private
19, Private
60, ?
29, Private
24, Private
41, State-gov
23, Private
32, Private
51, Self-emp-inc
18, Private
28, Private
33, ?
38, Private
29, Private
25, Private
31, Private
34, Private
34, Private
66, State-gov
41, Private
62, Private
58, Private
40, Private
24, Private
47, Private
19, Private
32, Private
51, State-gov
25, Private
60, ?
22, Private
29, Private
20, Private
42, Private
18, Private
23, Private
28, Private
55, Private
40, Private
52, Private
37, Private
21, Private
35, Private
45, Private
39, Private
54, Private
42, Private
26, ?
59, Self-emp-inc
42, Private
22, Private
33, Private
39, Private
18, Self-emp-inc
46, Private
24, Private
28, Private
21, State-gov
22, Private
61, Private
56, Federal-gov
21, Private
17, Private
29, Private
28, Local-gov
62, Private
39, Private
30, Local-gov
20, ?
18, Local-gov
54, Private
49, Private
33, State-gov
50, Private
57, Private
50, State-gov
45, Private
41, Private
23, Private
23, Private
47, Private
39, Self-emp-not-inc
29, Private
46, Private
18, Private
68, Private
62, Private
43, Private
35, Private
21, Private
21, State-gov
41, Local-gov
61, Private
24, Private
21, Private
36, State-gov
37, Local-gov
69, Private
49, Federal-gov
55, Private
21, Private
18, Private
26, Private
20, ?
46, Private
23, Private
48, Private
36, Private
42, State-gov
41, Local-gov
45, Private
52, Private
22, Local-gov
20, Private
27, Private
36, Private
34, Private
38, Private
20, ?
47, Private
21, Private
33, Private
31, Local-gov
61, Private
46, Private
55, Local-gov
19, State-gov
39, Private
61, Private
28, Private
28, Private
61, ?
61, Private
54, Private
50, Self-emp-inc
37, Local-gov
17, ?
56, Private
31, Private
32, State-gov
28, Private
34, Private
33, Private
42, Private
64, Private
29, Private
41, ?
45, Private
48, Private
44, Private
34, Federal-gov
40, Private
45, Private
23, Private
51, Private
24, Private
57, Private
23, Private
34, Private
36, Private
56, Self-emp-inc
42, Private
45, Self-emp-inc
38, Private
29, Local-gov
54, Private
40, Private
29, Private
35, Federal-gov
47, Private
51, Private
28, Private
58, Private
24, Private
46, State-gov
57, Private
22, Private
28, Private
17, ?
23, Private
19, Private
66, State-gov
38, Private
39, Federal-gov
39, ?
47, Private
39, Private
22, Private
36, Private
32, Private
29, ?
43, Local-gov
51, Private
42, Private
32, State-gov
34, Private
51, Private
38, Private
21, Private
33, Self-emp-not-inc
34, Private
32, Private
38, ?
27, Self-emp-not-inc
35, Self-emp-inc
29, State-gov
40, Private
46, Private
37, Private
38, Self-emp-not-inc
37, Private
44, Private
25, Private
38, Private
34, Local-gov
50, Self-emp-not-inc
46, Private
20, Private
47, State-gov
46, Private
34, Private
61, Private
55, State-gov
36, Private
28, Private
22, Private
34, Private
33, Private
27, Private
43, Federal-gov
55, Private
39, Self-emp-not-inc
20, Private
38, Private
30, Private
21, Private
60, Private
43, Private
36, Private
23, Private
57, Local-gov
25, Local-gov
38, Private
22, Private
23, Private
61, Self-emp-not-inc
28, Private
17, ?
21, Private
49, Private
37, Private
23, Private
38, Self-emp-not-inc
34, Local-gov
21, Private
27, State-gov
57, Private
22, Private
20, Private
49, Self-emp-inc
38, Private
40, Private
44, Private
37, Self-emp-not-inc
57, Private
56, Private
41, Private
50, Self-emp-not-inc
33, Private
29, Private
28, Federal-gov
35, Private
36, Private
45, Private
30, Self-emp-not-inc
35, Self-emp-inc
27, Private
22, Private
24, Private
47, Private
47, Private
18, Private
18, Private
31, Local-gov
43, Self-emp-not-inc
45, Private
39, Private
30, Private
22, Private
30, Self-emp-not-inc
36, Private
20, State-gov
61, ?
27, Private
59, Local-gov
60, Private
43, Private
35, Private
40, Private
20, Private
47, Private
40, Private
20, Private
75, ?
25, Private
47, Private
29, Self-emp-not-inc
34, Private
45, State-gov
23, Private
46, Private
41, State-gov
29, Private
17, Private
39, Private
37, Private
34, Private
20, Private
18, ?
52, Private
42, Local-gov
22, Private
66, State-gov
35, Private
40, Local-gov
21, Private
51, Local-gov
34, Private
24, Private
43, Private
34, Private
42, Local-gov
41, Private
21, Private
64, Local-gov
24, Federal-gov
23, Private
29, Private
44, Self-emp-not-inc
28, Private
33, Self-emp-inc
35, Private
41, Private
42, Private
51, Self-emp-not-inc
32, Private
37, Private
18, Private
24, Private
29, ?
45, Private
52, Federal-gov
35, Private
46, Self-emp-inc
63, Private
32, Local-gov
24, Private
72, ?
35, ?
29, Private
35, Private
70, Private
65, ?
36, Private
53, Private
49, Local-gov
60, Private
18, Private
21, Private
42, Private
25, State-gov
32, Private
25, Self-emp-inc
47, Private
30, Private
21, ?
38, Self-emp-not-inc
34, Private
37, Private
56, Private
52, State-gov
23, Private
29, State-gov
45, Private
23, Local-gov
45, Private
30, Private
45, Private
26, Private
23, Private
24, Private
43, Private
42, Private
72, Private
21, ?
57, Private
24, Private
27, Private
54, Private
42, Local-gov
17, Private
48, Private
39, Private
41, Self-emp-inc
50, Private
57, Private
44, Local-gov
20, ?
