,age,workclass
27935,57, ?
27936,27, Private
27937,21, State-gov
27938,25, Private
27939,51, Self-emp-inc
27940,35, Private
27941,19, Private
27942,27, Private
27943,34, Private
27944,33, ?
27945,36, Private
27946,33, Self-emp-not-inc
27947,60, Self-emp-not-inc
27948,42, Private
27949,47, Federal-gov
27950,42, Private
27951,34, Private
27952,21, Private
27953,30, Private
27954,53, Private
27955,34, Private
27956,37, Private
27957,27, Private
27958,31, Private
27959,30, Private
27960,33, Private
27961,41, Local-gov
27962,23, State-gov
27963,65, Private
27964,30, Private
27965,51, Private
27966,30, Local-gov
27967,49, Private
27968,37, Self-emp-not-inc
27969,42, Private
27970,62, Private
27971,67, ?
27972,31, Private
27973,50, Private
27974,33, Private
27975,27, Private
27976,31, Private
27977,35, Private
27978,55, Private
27979,54, Self-emp-not-inc
27980,56, Private
27981,21, Private
27982,66, Private
27983,46, Private
27984,23, Private
27985,43, Private
27986,40, Private
27987,52, Private
27988,59, Local-gov
27989,36, Local-gov
27990,33, Private
27991,20, Private
27992,21, Private
27993,59, ?
27994,42, Self-emp-not-inc
27995,62, Private
27996,54, Private
27997,35, Private
27998,36, Private
27999,21, Private
28000,30, Private
28001,46, Private
28002,32, Private
28003,21, Private
28004,39, Private
28005,54, Private
28006,32, Private
28007,23, Private
28008,42, Private
28009,62, ?
28010,28, Private
28011,28, Private
28012,35, Private
28013,19, Private
28014,27, Private
28015,54, Private
28016,19, Private
28017,27, Private
28018,30, Private
28019,35, Private
28020,66, ?
28021,19, Local-gov
28022,30, Private
28023,32, Private
28024,31, Private
28025,26, Private
28026,44, Private
28027,52, Private
28028,30, Private
28029,32, Self-emp-not-inc
28030,19, Self-emp-not-inc
28031,33, Private
28032,20, Private
28033,61, Private
28034,33, Private
28035,24, Private
28036,31, Self-emp-not-inc
28037,20, ?
28038,32, Private
28039,29, Private
28040,61, Private
28041,48, Private
28042,29, Federal-gov
28043,61, ?
28044,34, Private
28045,22, Private
28046,32, Private
28047,38, Private
28048,27, Private
28049,26, Private
28050,35, Private
28051,62, Private
28052,28, Private
28053,50, Private
28054,34, Private
28055,37, Self-emp-not-inc
28056,63, Private
28057,35, Private
28058,55, Private
28059,40, Private
28060,25, Private
28061,51, Private
28062,37, Private
28063,54, Self-emp-inc
28064,47, Local-gov
28065,26, Private
28066,46, Private
28067,24, Private
28068,19, Private
28069,35, Private
28070,36, Local-gov
28071,18, Private
28072,46, Local-gov
28073,30, Private
28074,29, Private
28075,65, Private
28076,41, Private
28077,34, Private
28078,58, Private
28079,39, State-gov
28080,21, Private
28081,31, Private
28082,33, State-gov
28083,28, Private
28084,32, Private
28085,32, Private
28086,31, Private
28087,41, Self-emp-not-inc
28088,48, Private
28089,27, Private
28090,45, Private
28091,34, Self-emp-not-inc
28092,17, Private
28093,25, Private
28094,34, Self-emp-inc
28095,33, Private
28096,21, Private
28097,22, Private
28098,61, Private
28099,40, Private
28100,58, Private
28101,30, Private
28102,24, Private
28103,52, Self-emp-not-inc
28104,50, Private
28105,49, Private
28106,22, Private
28107,32, Private
28108,21, Private
28109,25, Private
28110,34, Self-emp-inc
28111,48, Private
28112,61, ?
28113,21, Private
28114,20, Private
28115,30, State-gov
28116,44, Private
28117,44, Private
28118,29, Private
28119,31, Private
28120,35, Private
28121,27, Private
28122,26, Private
28123,37, Self-emp-not-inc
28124,33, Self-emp-not-inc
28125,44, Private
28126,34, Private
28127,28, Local-gov
28128,30, Private
28129,41, Local-gov
28130,23, Private
28131,19, Private
28132,48, Private
28133,26, State-gov
28134,32, Private
28135,26, Private
28136,36, Private
28137,49, Private
28138,33, ?
28139,54, Private
28140,36, Private
28141,41, Private
28142,27, Private
28143,68, ?
28144,21, ?
28145,56, ?
28146,40, Self-emp-not-inc
28147,46, Private
28148,55, ?
28149,43, Private
28150,46, Private
28151,51, Self-emp-not-inc
28152,19, Private
28153,67, Local-gov
28154,31, Private
28155,27, Private
28156,21, Private
28157,36, Private
28158,23, Private
28159,62, Local-gov
28160,31, Local-gov
28161,52, Private
28162,39, Self-emp-not-inc
28163,24, Private
28164,55, ?
28165,38, Private
28166,36, Private
28167,17, Private
28168,27, Private
28169,30, Private
28170,43, State-gov
28171,51, Private
28172,47, Private
28173,49, State-gov
28174,34, Private
28175,19, ?
28176,79, Federal-gov
28177,28, State-gov
28178,41, Self-emp-inc
28179,21, Private
28180,31, Self-emp-not-inc
28181,45, Private
28182,23, Self-emp-inc
28183,32, Private
28184,67, Private
28185,32, Private
28186,35, Self-emp-not-inc
28187,29, Private
28188,38, Private
28189,38, Private
28190,18, Private
28191,47, Private
28192,22, Private
28193,21, Private
28194,27, ?
28195,28, Private
28196,32, Private
28197,40, Private
28198,23, Private
28199,25, Private
28200,44, Self-emp-inc
28201,43, Private
28202,31, Private
28203,33, Private
28204,41, Private
28205,29, Self-emp-not-inc
28206,32, ?
28207,78, Private
28208,64, Self-emp-inc
28209,58, Private
28210,55, ?
28211,20, Private
28212,35, Private
28213,27, Local-gov
28214,37, Self-emp-not-inc
28215,42, Private
28216,47, Local-gov
28217,29, Private
28218,33, Private
28219,44, Private
28220,70, Private
28221,25, Private
28222,24, State-gov
28223,42, State-gov
28224,53, Private
28225,39, Private
28226,72, Self-emp-not-inc
28227,43, Self-emp-inc
28228,25, State-gov
28229,37, Private
28230,27, Private
28231,39, Private
28232,64, Self-emp-not-inc
28233,29, Self-emp-not-inc
28234,50, Private
28235,33, Private
28236,18, Private
28237,20, Private
28238,32, Private
28239,45, Private
28240,48, Private
28241,20, ?
28242,23, Private
28243,34, Federal-gov
28244,43, Private
28245,44, Private
28246,47, Self-emp-not-inc
28247,47, Private
28248,46, Local-gov
28249,19, Private
28250,51, Private
28251,41, Self-emp-inc
28252,37, Private
28253,31, Private
28254,25, Private
28255,46, Private
28256,53, Self-emp-inc
28257,47, Local-gov
28258,28, Private
28259,60, Self-emp-not-inc
28260,43, Private
28261,45, Self-emp-not-inc
28262,28, Private
28263,19, Private
28264,51, Self-emp-not-inc
28265,19, Private
28266,64, Private
28267,44, Private
28268,21, Private
28269,33, Private
28270,63, Private
28271,44, ?
28272,44, Local-gov
28273,28, Federal-gov
28274,24, Private
28275,20, Federal-gov
28276,21, ?
28277,20, Private
28278,21, Private
28279,34, Federal-gov
28280,17, Private
28281,35, Private
28282,26, Private
28283,35, Private
28284,25, Private
28285,27, Self-emp-not-inc
28286,52, Local-gov
28287,43, Self-emp-not-inc
28288,36, Private
28289,37, Private
28290,58, Private
28291,25, Private
28292,54, Private
28293,42, ?
28294,65, Self-emp-inc
28295,44, Private
28296,61, Private
28297,29, Private
28298,34, Private
28299,24, State-gov
28300,40, Private
28301,42, Self-emp-inc
28302,50, Private
28303,18, ?
28304,49, Private
28305,38, Private
28306,41, Private
28307,70, Self-emp-inc
28308,51, Private
28309,24, Private
28310,57, Self-emp-not-inc
28311,22, Private
28312,31, Private
28313,28, Private
28314,45, Self-emp-not-inc
28315,39, Private
28316,26, Private
28317,38, Private
28318,38, Self-emp-not-inc
28319,19, Private
28320,36, ?
28321,30, Private
28322,28, Private
28323,53, Private
28324,32, Private
28325,57, Self-emp-inc
28326,47, Private
28327,36, Private
28328,21, Private
28329,25, State-gov
28330,37, Private
28331,31, Private
28332,43, Private
28333,61, Private
28334,56, Private
28335,35, Private
28336,59, Private
28337,44, Self-emp-not-inc
28338,47, Private
28339,44, Private
28340,64, Private
28341,26, Private
28342,53, Private
28343,50, Private
28344,30, ?
28345,46, Private
28346,45, Self-emp-inc
28347,44, Federal-gov
28348,59, Self-emp-inc
28349,65, Self-emp-inc
28350,23, Private
28351,33, Private
28352,34, Private
28353,38, Private
28354,62, Private
28355,21, Private
28356,41, Private
28357,35, Private
28358,62, Local-gov
28359,53, Private
28360,69, State-gov
28361,19, Self-emp-not-inc
28362,47, Private
28363,52, Self-emp-inc
28364,54, Private
28365,58, ?
28366,30, Private
28367,39, Private
28368,73, Private
28369,64, Private
28370,32, Private
28371,51, Private
28372,57, Private
28373,25, Private
28374,53, Private
28375,39, Private
28376,49, Private
28377,23, Local-gov
28378,28, Private
28379,46, Private
28380,40, Private
28381,24, Private
28382,20, ?
28383,50, Private
28384,24, ?
28385,35, Private
28386,33, Local-gov
28387,54, Federal-gov
28388,35, Local-gov
28389,31, Local-gov
28390,47, Self-emp-inc
28391,48, Private
28392,33, Local-gov
28393,35, Private
28394,20, ?
28395,36, Private
28396,30, Private
28397,39, Private
28398,25, Private
28399,40, Private
28400,25, Self-emp-inc
28401,33, Private
28402,53, Federal-gov
28403,18, Private
28404,41, Private
28405,25, Private
28406,66, Self-emp-not-inc
28407,53, Private
28408,27, Private
28409,28, Private
28410,23, Private
28411,29, Self-emp-not-inc
28412,26, Private
28413,26, Private
28414,26, Private
28415,38, Private
28416,36, Private
28417,34, Private
28418,32, Federal-gov
28419,57, Self-emp-not-inc
28420,31, Private
28421,38, Private
28422,39, Private
28423,35, Private
28424,18, Private
28425,75, ?
28426,28, Private
28427,41, Self-emp-not-inc
28428,39, Federal-gov
28429,31, Federal-gov
28430,38, State-gov
28431,43, State-gov
28432,27, Private
28433,42, Private
28434,46, Private
28435,20, Private
28436,42, Private
28437,69, Private
28438,47, Federal-gov
28439,49, State-gov
28440,20, Private
28441,52, Private
28442,33, Private
28443,18, Private
28444,55, Self-emp-not-inc
28445,61, Private
28446,61, Federal-gov
28447,39, Private
28448,30, Private
28449,61, Private
28450,36, Private
28451,34, Private
28452,53, Private
28453,38, Private
28454,46, Private
28455,27, Local-gov
28456,32, Self-emp-not-inc
28457,60, Local-gov
28458,23, Private
28459,29, Private
28460,22, Private
28461,25, Private
28462,29, Private
28463,90, Federal-gov
28464,37, Local-gov
28465,32, Private
28466,18, Private
28467,35, Private
28468,50, Private
28469,54, Private
28470,43, Private
28471,28, Self-emp-inc
28472,51, Private
28473,31, Private
28474,69, Private
28475,57, Private
28476,71, ?
28477,28, Private
28478,28, ?
28479,25, Private
28480,49, Self-emp-not-inc
28481,52, Private
28482,23, Private
28483,32, Private
28484,31, Private
28485,30, Private
28486,24, Private
28487,45, Private
28488,30, Private
28489,52, Private
28490,42, State-gov
28491,49, Private
28492,20, Private
28493,25, Private
28494,41, Private
28495,55, Private
28496,31, Self-emp-not-inc
28497,25, State-gov
28498,32, Private
28499,29, Federal-gov
28500,37, Private
28501,52, Private
28502,19, Private
28503,21, ?
28504,43, Private
28505,39, State-gov
28506,40, Self-emp-inc
28507,54, Private
28508,35, Private
28509,34, Private
28510,35, Private
28511,57, Private
28512,26, Private
28513,55, Self-emp-not-inc
28514,51, Private
28515,35, Private
28516,31, Private
28517,17, Private
28518,38, Private
28519,39, Federal-gov
28520,29, Private
28521,39, Private
28522,42, Private
28523,46, Local-gov
28524,73, Private
28525,47, Local-gov
28526,28, Private
28527,27, Private
28528,38, Private
28529,19, Private
28530,60, Local-gov
28531,24, Private
28532,52, Private
28533,36, Private
28534,26, Local-gov
28535,28, State-gov
28536,38, Self-emp-inc
28537,47, Private
28538,50, Private
28539,27, Private
28540,47, Private
28541,36, Private
28542,49, Private
28543,68, ?
28544,63, Private
28545,36, Private
28546,42, Private
28547,28, Private
28548,68, ?
28549,38, Private
28550,43, Private
28551,49, Private
28552,59, Private
28553,25, Private
28554,26, Private
28555,59, Private
28556,34, Private
28557,34, Private
28558,67, Private
28559,45, Private
28560,64, Private
28561,51, Private
28562,31, Private
28563,42, Self-emp-inc
28564,65, Private
28565,23, Private
28566,31, Private
28567,33, Private
28568,17, Local-gov
28569,63, Private
28570,48, Private
28571,45, Local-gov
28572,17, Private
28573,26, Local-gov
28574,38, Federal-gov
28575,29, Private
28576,44, Private
28577,43, Federal-gov
28578,39, State-gov
28579,43, Private
28580,23, Private
28581,19, Private
28582,49, Self-emp-not-inc
28583,52, Private
28584,32, Private
28585,38, Private
28586,25, ?
28587,44, Private
28588,63, Private
28589,42, Local-gov
28590,21, Private
28591,32, Private
28592,24, Self-emp-not-inc
28593,50, State-gov
28594,26, Self-emp-inc
28595,35, Private
28596,31, Private
28597,24, Private
28598,40, Private
28599,31, Private
28600,43, Private
28601,44, Private
28602,40, Private
28603,75, ?
28604,52, Local-gov
28605,51, Self-emp-not-inc
28606,39, State-gov
28607,40, Private
28608,40, Self-emp-not-inc
28609,33, Private
28610,38, Local-gov
28611,29, Private
28612,37, Private
28613,37, Private
28614,19, Private
28615,46, Local-gov
28616,46, Private
28617,37, Private
28618,34, Private
28619,38, Private
28620,26, Private
28621,34, Private
28622,57, Private
28623,33, Private
28624,26, Local-gov
28625,20, Private
28626,38, Private
28627,61, Private
28628,36, Self-emp-not-inc
28629,61, ?
28630,17, Private
28631,40, Private
28632,18, Private
28633,21, Private
28634,41, Private
28635,46, Private
28636,55, Federal-gov
28637,27, Private
28638,39, Private
28639,36, Private
28640,51, Private
28641,27, Private
28642,30, Local-gov
28643,42, Private
28644,23, Private
28645,56, Private
28646,41, Self-emp-not-inc
28647,49, Private
28648,46, Federal-gov
28649,54, Private
28650,38, Private
28651,45, Self-emp-not-inc
28652,50, Self-emp-not-inc
28653,22, Private
28654,31, Private
28655,27, Private
28656,34, Private
28657,46, Private
28658,47, Private
28659,36, State-gov
28660,22, Private
28661,51, Private
28662,43, Private
28663,54, Private
28664,24, Private
28665,29, Private
28666,40, State-gov
28667,18, Private
28668,31, Private
28669,57, Private
28670,32, Private
28671,48, Private
28672,24, Private
28673,24, Private
28674,24, Private
28675,49, Local-gov
28676,27, Self-emp-not-inc
28677,37, Private
28678,33, Private
28679,19, Private
28680,45, Private
28681,54, Local-gov
28682,47, Private
28683,22, Private
28684,20, Private
28685,36, Private
28686,49, ?
28687,58, Self-emp-not-inc
28688,20, ?
28689,34, Self-emp-inc
28690,36, Private
28691,28, Local-gov
28692,38, Local-gov
28693,32, Private
28694,35, Self-emp-inc
28695,51, Self-emp-inc
28696,33, Private
28697,71, Private
28698,48, Private
28699,53, Self-emp-not-inc
28700,40, Private
28701,64, Self-emp-not-inc
28702,42, Federal-gov
28703,25, Private
28704,66, Private
28705,59, Federal-gov
28706,42, Self-emp-not-inc
28707,24, Private
28708,19, Private
28709,26, Private
28710,22, Private
28711,33, Private
28712,63, Private
28713,20, Private
28714,33, Private
28715,57, ?
28716,56, Private
28717,70, Self-emp-not-inc
28718,42, Private
28719,25, Local-gov
28720,28, Private
28721,80, Self-emp-not-inc
28722,36, Private
28723,37, Private
28724,38, Private
28725,52, State-gov
28726,49, Private
28727,30, Private
28728,36, Private
28729,70, Self-emp-inc
28730,55, Private
28731,25, Private
28732,59, Private
28733,22, Private
28734,41, Local-gov
28735,62, Private
28736,54, Private
28737,38, Private
28738,52, Private
28739,36, Private
28740,74, Self-emp-inc
28741,35, Self-emp-not-inc
28742,41, Private
28743,30, Private
28744,25, Private
28745,35, Private
28746,38, Private
28747,34, State-gov
28748,48, Private
28749,50, Self-emp-not-inc
28750,19, Private
28751,51, Private
28752,39, Private
28753,20, Private
28754,17, Private
28755,42, Private
28756,25, Private
28757,36, Private
28758,65, Private
28759,32, Self-emp-not-inc
28760,33, Self-emp-inc
28761,32, State-gov
28762,25, Private
28763,41, Local-gov
28764,44, Private
28765,72, Private
28766,36, Private
28767,67, Self-emp-not-inc
28768,28, Private
28769,24, Private
28770,17, Private
28771,32, Self-emp-not-inc
28772,67, Private
28773,21, ?
28774,51, Private
28775,32, Private
28776,39, Private
28777,18, Self-emp-not-inc
28778,50, Self-emp-not-inc
28779,24, Private
28780,21, Local-gov
28781,24, Private
28782,34, Private
28783,68, ?
28784,49, Self-emp-not-inc
28785,50, Private
28786,33, Private
28787,18, Private
28788,45, Private
28789,20, Private
28790,46, Self-emp-inc
28791,64, Local-gov
28792,39, Private
28793,35, Private
28794,21, Private
28795,29, Private
28796,38, State-gov
28797,45, Private
28798,30, Self-emp-not-inc
28799,41, Private
28800,37, Private
28801,45, Private
28802,20, ?
28803,45, Self-emp-inc
28804,20, Federal-gov
28805,63, Self-emp-inc
28806,35, Self-emp-not-inc
28807,24, Private
28808,19, Private
28809,23, Private
28810,34, Private
28811,23, ?
28812,36, Self-emp-not-inc
28813,46, Private
28814,38, Local-gov
28815,55, Local-gov
28816,27, Private
28817,48, Private
28818,35, Private
28819,53, Private
28820,47, Private
28821,50, Private
28822,32, Private
28823,40, Private
28824,41, Private
28825,47, Federal-gov
28826,21, Private
28827,45, Local-gov
28828,33, Private
28829,68, Without-pay
28830,44, Private
28831,49, Private
28832,45, Private
28833,41, Private
28834,29, Private
28835,46, Private
28836,19, Private
28837,56, Private
28838,55, Self-emp-not-inc
28839,29, Private
28840,21, Private
28841,38, Private
28842,52, Private
28843,22, Private
28844,20, Private
28845,31, Private
28846,39, Private
28847,55, Private
28848,35, Private
28849,67, ?
28850,45, Private
28851,61, Private
28852,18, Private
28853,51, State-gov
28854,37, Self-emp-not-inc
28855,21, ?
28856,32, Private
28857,48, Private
28858,62, Private
28859,21, ?
28860,28, Private
28861,19, Private
28862,20, Private
28863,41, Private
28864,29, Private
28865,47, Private
28866,43, State-gov
28867,20, Private
28868,29, Private
28869,51, Federal-gov
28870,40, Private
28871,26, Private
28872,30, Private
28873,36, Private
28874,68, Local-gov
28875,42, Private
28876,41, Private
28877,43, Private
28878,20, Private
28879,43, Private
28880,53, Private
28881,45, Private
28882,39, Private
28883,31, Local-gov
28884,23, Private
28885,69, ?
28886,38, State-gov
28887,37, Self-emp-not-inc
28888,18, Private
28889,41, Self-emp-not-inc
28890,30, Private
28891,23, ?
28892,26, Private
28893,37, Private
28894,25, Private
28895,33, Private
28896,37, Private
28897,31, Private
28898,27, Private
28899,35, Private
28900,28, Self-emp-not-inc
28901,59, Private
28902,42, Private
28903,50, Private
28904,27, ?
28905,32, Private
28906,27, Private
28907,43, Private
28908,46, Private
28909,41, Private
28910,59, Local-gov
28911,20, Private
28912,57, Private
28913,46, Self-emp-not-inc
28914,45, Private
28915,29, Local-gov
28916,23, Private
28917,46, Private
28918,55, ?
28919,58, Private
28920,38, Private
28921,29, Private
28922,57, ?
28923,26, Local-gov
28924,42, Private
28925,61, Private
28926,31, Private
28927,43, Private
28928,47, Private
28929,51, State-gov
28930,23, Private
28931,24, Private
28932,25, Private
28933,22, ?
28934,38, Private
28935,48, Private
28936,33, Private
28937,46, Private
28938,18, Private
28939,52, Private
28940,46, Private
28941,28, Private
28942,37, Private
28943,23, ?
28944,45, Local-gov
28945,17, Private
28946,56, Private
28947,38, Self-emp-inc
28948,81, Private
28949,22, Private
28950,43, State-gov
28951,31, Private
28952,42, Self-emp-not-inc
28953,66, ?
28954,50, Private
28955,31, Private
28956,35, Private
28957,21, ?
28958,36, Private
28959,33, Private
28960,36, Private
28961,37, ?
28962,50, Private
28963,55, Private
28964,29, Private
28965,24, Private
28966,39, Federal-gov
28967,34, Private
28968,29, Private
28969,60, Private
28970,33, Private
28971,58, Private
28972,27, Private
28973,46, State-gov
28974,63, Private
28975,38, Self-emp-not-inc
28976,23, Private
28977,29, Private
28978,31, Private
28979,49, Self-emp-inc
28980,45, Self-emp-inc
28981,42, Private
28982,48, Private
28983,33, Private
28984,24, Private
28985,49, Self-emp-not-inc
28986,40, Private
28987,57, Private
28988,50, Private
28989,46, Private
28990,35, Self-emp-not-inc
28991,19, Private
28992,18, Private
28993,20, Private
28994,42, Private
28995,46, Private
28996,40, Federal-gov
28997,54, Private
28998,28, Private
28999,38, Private
29000,28, Private
29001,22, Private
29002,31, Private
29003,27, Private
29004,45, Private
29005,38, Private
29006,67, Self-emp-not-inc
29007,75, Private
29008,41, Private
29009,37, Private
29010,47, Private
29011,34, Local-gov
29012,25, Private
29013,52, Private
29014,27, State-gov
29015,35, Private
29016,44, Local-gov
29017,27, Local-gov
29018,42, Private
29019,26, Private
29020,23, Private
29021,28, Private
29022,38, Self-emp-not-inc
29023,28, Private
29024,29, Private
29025,56, Self-emp-not-inc
29026,23, ?
29027,30, Private
29028,48, Private
29029,45, Self-emp-not-inc
29030,38, Private
29031,24, Private
29032,47, State-gov
29033,22, Private
29034,29, Private
29035,45, Private
29036,24, Private
29037,40, Private
29038,28, Local-gov
29039,46, Federal-gov
29040,34, ?
29041,32, Private
29042,20, Private
29043,23, Private
29044,46, Private
29045,21, Private
29046,59, Private
29047,31, Private
29048,48, Private
29049,34, Private
29050,19, Private
29051,20, Private
29052,29, Private
29053,54, Private
29054,36, Private
29055,43, Private
29056,46, Federal-gov
29057,33, Private
29058,33, Private
29059,36, Private
29060,37, Private
29061,37, ?
29062,64, ?
29063,45, Self-emp-not-inc
29064,25, Private
29065,28, Private
29066,26, Private
29067,23, Private
29068,24, Private
29069,58, Self-emp-not-inc
29070,36, Private
29071,46, Private
29072,23, ?
29073,32, Private
29074,26, Private
29075,52, Private
29076,19, Private
29077,33, Private
29078,60, Private
29079,39, Private
29080,45, Private
29081,37, Local-gov
29082,29, Private
29083,53, Private
29084,46, State-gov
29085,20, Private
29086,39, Private
29087,48, Private
29088,38, Private
29089,36, Private
29090,53, Private
29091,29, Private
29092,64, Private
29093,34, Private
29094,36, ?
29095,41, Local-gov
29096,34, Private
29097,68, ?
29098,37, Private
29099,22, Private
29100,43, Private
29101,19, ?
29102,36, Private
29103,47, Private
29104,25, Private
29105,33, Private
29106,27, Private
29107,33, Private
29108,24, Private
29109,47, Local-gov
29110,48, Self-emp-inc
29111,28, Private
29112,33, Local-gov
29113,44, Private
29114,33, Local-gov
29115,26, Private
29116,22, Private
29117,34, Private
29118,31, Self-emp-inc
29119,73, ?
29120,38, Local-gov
29121,51, Self-emp-not-inc
29122,36, Private
29123,29, Private
29124,64, Self-emp-not-inc
29125,24, Private
29126,21, State-gov
29127,28, Private
29128,18, ?
29129,41, Self-emp-inc
29130,17, Private
29131,58, Private
29132,50, Self-emp-not-inc
29133,30, Private
29134,47, Private
29135,24, Private
29136,50, Federal-gov
29137,29, Private
29138,31, Self-emp-not-inc
29139,40, Self-emp-not-inc
29140,31, Private
29141,53, Private
29142,33, Private
29143,43, Private
29144,56, Private
29145,38, Private
29146,18, Private
29147,50, Private
29148,78, Private
29149,27, Private
29150,19, Private
29151,24, State-gov
29152,20, Private
29153,25, Private
29154,34, Private
29155,30, Self-emp-inc
29156,37, Federal-gov
29157,38, Private
29158,67, Without-pay
29159,35, Private
29160,75, Self-emp-not-inc
29161,47, Private
29162,23, Private
29163,51, Federal-gov
29164,42, Local-gov
29165,32, Private
29166,54, Private
29167,20, Private
29168,39, Private
29169,41, Private
29170,35, Private
29171,45, Local-gov
29172,27, Private
29173,61, Self-emp-not-inc
29174,41, Private
29175,22, Private
29176,55, Private
29177,66, ?
29178,25, Private
29179,20, Private
29180,20, Private
29181,67, Self-emp-inc
29182,44, Private
29183,42, Private
29184,29, Local-gov
29185,48, Private
29186,25, Private
29187,31, Private
29188,48, Private
29189,40, Private
29190,26, Private
29191,28, Private
29192,52, Private
29193,41, Self-emp-not-inc
29194,39, Self-emp-not-inc
29195,48, Private
29196,19, Private
29197,27, Private
29198,59, Private
29199,19, Private
29200,32, Private
29201,39, Private
29202,33, Private
29203,38, Private
29204,27, Private
29205,23, Private
29206,59, ?
29207,25, Local-gov
29208,37, Self-emp-inc
29209,31, Private
29210,24, Private
29211,53, Local-gov
29212,26, Private
29213,25, Private
29214,59, Private
29215,39, Federal-gov
29216,28, Private
29217,22, Private
29218,20, Private
29219,25, Private
29220,27, Private
29221,20, Private
29222,63, ?
29223,43, Self-emp-not-inc
29224,39, Private
29225,27, Private
29226,17, Private
29227,40, State-gov
29228,50, Private
29229,23, Self-emp-inc
29230,60, Private
29231,30, Private
29232,24, Private
29233,23, Private
29234,24, Private
29235,45, Self-emp-not-inc
29236,58, Self-emp-inc
29237,22, Private
29238,41, Private
29239,48, Private
29240,31, Private
29241,33, Private
29242,49, Self-emp-inc
29243,30, Private
29244,38, Private
29245,58, Local-gov
29246,58, Private
29247,61, Self-emp-not-inc
29248,58, Private
29249,32, Private
29250,33, Self-emp-not-inc
29251,28, Private
29252,22, Private
29253,35, Private
29254,59, Private
29255,45, Self-emp-inc
29256,50, Self-emp-not-inc
29257,56, Self-emp-inc
29258,36, Self-emp-not-inc
29259,18, ?
29260,28, Private
29261,42, Private
29262,60, Private
29263,41, Self-emp-inc
29264,42, Private
29265,36, Private
29266,52, Local-gov
29267,42, Self-emp-not-inc
29268,26, Local-gov
29269,31, Local-gov
29270,47, Private
29271,35, Private
29272,19, Private
29273,59, Self-emp-not-inc
29274,38, Private
29275,36, Private
29276,35, Private
29277,39, Private
29278,64, Private
29279,17, Local-gov
29280,49, Private
29281,19, Private
29282,36, Self-emp-not-inc
29283,26, Private
29284,27, Private
29285,66, Private
29286,38, Private
29287,25, Private
29288,19, Private
29289,30, Private
29290,22, Private
29291,60, Private
29292,54, Private
29293,46, Private
29294,33, State-gov
29295,51, Local-gov
29296,43, Private
29297,18, ?
29298,60, Self-emp-inc
29299,39, Self-emp-not-inc
29300,23, Private
29301,39, Private
29302,40, Local-gov
29303,48, Private
29304,24, Private
29305,32, Private
29306,31, Self-emp-not-inc
29307,39, Private
29308,27, Private
29309,45, State-gov
29310,22, ?
29311,31, Private
29312,63, Private
29313,45, Private
29314,28, State-gov
29315,23, Private
29316,50, Private
29317,33, Private
29318,22, ?
29319,27, Private
29320,29, Private
29321,36, Private
29322,60, Private
29323,46, Private
29324,67, ?
29325,20, ?
29326,23, Private
29327,38, Self-emp-inc
29328,60, Private
29329,20, Self-emp-not-inc
29330,37, Private
29331,37, Private
29332,58, Private
29333,25, Private
29334,27, Private
29335,33, Private
29336,43, State-gov
29337,21, Federal-gov
29338,45, Private
29339,44, Private
29340,52, ?
29341,53, Private
29342,31, Private
29343,18, Federal-gov
29344,20, Private
29345,32, Private
29346,48, Private
29347,46, Private
29348,28, Private
29349,27, Self-emp-not-inc
29350,18, Federal-gov
29351,69, Self-emp-not-inc
29352,50, Self-emp-inc
29353,43, Private
29354,32, Private
29355,43, Private
29356,52, Self-emp-not-inc
29357,50, Private
29358,35, Private
29359,20, ?
29360,73, ?
29361,46, Private
29362,58, Private
29363,46, Self-emp-inc
29364,40, Private
29365,25, Private
29366,22, Private
29367,33, Federal-gov
29368,49, Federal-gov
29369,62, Private
29370,56, Local-gov
29371,24, Private
29372,42, Private
29373,41, Private
29374,23, Private
29375,22, ?
29376,35, Private
29377,42, Private
29378,22, Private
29379,32, Self-emp-not-inc
29380,25, Private
29381,66, Private
29382,26, State-gov
29383,46, Private
29384,55, Private
29385,24, Private
29386,25, Private
29387,22, Private
29388,31, Private
29389,30, Private
29390,54, Private
29391,19, ?
29392,56, Private
29393,47, Private
29394,29, Private
29395,53, Private
29396,22, Private
29397,50, ?
29398,42, Private
29399,21, Private
29400,36, Self-emp-inc
29401,60, Private
29402,69, Private
29403,31, Private
29404,48, Private
29405,23, Private
29406,24, Private
29407,47, Private
29408,36, Private
29409,39, Private
29410,22, Private
29411,27, Private
29412,36, Private
29413,54, Private
29414,33, Federal-gov
29415,42, Private
29416,52, Private
29417,23, Private
29418,33, Private
29419,30, Private
29420,35, Private
29421,35, ?
29422,27, Private
29423,24, Private
29424,44, Local-gov
29425,62, Private
29426,45, Private
29427,75, Self-emp-not-inc
29428,47, Private
29429,64, Private
29430,54, Private
29431,41, Federal-gov
29432,33, Private
29433,20, Private
29434,51, Private
29435,45, Self-emp-inc
29436,18, ?
29437,43, Private
29438,30, Private
29439,32, Private
29440,45, Private
29441,61, Private
29442,21, Private
29443,56, Private
29444,28, Private
29445,23, Private
29446,55, Private
29447,27, ?
29448,33, Private
29449,22, Private
29450,43, Local-gov
29451,32, Self-emp-not-inc
29452,38, Private
29453,18, Private
29454,35, Private
29455,67, ?
29456,29, Private
29457,19, Private
29458,39, Private
29459,29, Private
29460,45, Self-emp-inc
29461,44, Private
